Unnamed: 0,fileName,type,ns_road,proj_num,sheet_num,intersection,ew_road,crnr_pstn,ramp_position,comments,inspector_sig,print_name,agency,nspctn_dt,certification,blank,runslope_1,runslope_1_pf,cross_slope1,crss_slp1_pf,dtctbl_wrnng,lip_height,lip_height_pf,gutter_flow,gttr_flw_pf,curb_slope,curb_slope_pf,counter_slope,cntr_slp_pf,dpt_wrnng_wdth,runslope_2,runslope_2_pf,Length2,cross_slope2,crss_slp2_pf,runslope_3,runslope_3_pf,Length3,cross_slope3,crss_slp3_pf,widthx,widthx_pf,lengthy,lengthy_pf,obstruction,bstrctn_pf,slopex,slopex_pf,slopey,slopey_pf,clear_width,clearwidth_pf,ntrsctn_cntrl,road_slope,hrzntl_gps,hrzntl_gps_pf,Object ID,warning2curb,wrnng_fllwdth,Length1,flare_slope1,flr_slp1_pf,flr_slp1_trv,flare_slope2,flr_slp2_pf,flr_slp2_trv,long_dist,long_dist_pf,dtctbl_wrnng2,turn_landing,cal_date,globalid,image1,image2,image3,Photo 1,Photo 2,Photo 3
110,126,perpendicular,Nw 292 ave ,24952.54,,,Nw west union rd,1,2,IITD ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,0,,0.8,,4.34,,2,pass,,,,,,,,,,,,5.3,pass,5.9,pass,N,,4.8,fail,,,,,SU,0.2,,,,,,13.55,,pass,Y,,pass,Y,1.3,pass,Y,none,8/6/2024,{FAA33866-2812-48ED-8071-18CFCBCDD788},,,,,,
111,127,perpendicular,Nw 292 ave,24952.54,,,Nw west union rd,4,1,IITD rr1 icrr,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,Y,0,,1.1,,6.94,pass,4.3,pass,,,,,,,,,,,,4.25,pass,9.05,pass,N,,4.7,fail,,,,,SU,0.1,,,,,,14.1,,pass,Y,,pass,Y,1.5,pass,Y,turn-space,8/6/2024,{61B380BF-CB3C-45F7-8C70-0C1BF41870CB},IMG_0299.jpeg,IMG_0298.jpeg,IMG_0297.jpeg,,,
112,128,perpendicular,Nw 292 ave,24952.54,,,Nw west union rd,4,2,IITD not full width rr1 icrr turn space clear width less than 4’,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,,,1.5,,2.3,,6,fail,,,,,,,,,,,,,,,,N,,,,,,,,SY,0.7,,,,,,9.45,,pass,Y,,pass,Y,0.5,pass,Y,turn-space,8/6/2024,{7A39C1DA-2EDF-4062-8717-7A34BBC5DDEB},IMG_0302.jpeg,IMG_0301.jpeg,IMG_0300.jpeg,,,
113,129,perpendicular,Nw Kaye way,24952.54,,,Nw Mary st,1,2,IITD ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,0,,1.7,,6.32,,3.2,pass,,,,,,,,,,,,4.3,pass,5.3,pass,N,,2,pass,1.8,pass,,,SY,1.8,,,,,,12.5,,pass,Y,,pass,Y,,pass,Y,turn-space,8/6/2024,{47A674A2-8323-41B7-8B3E-50BA51103569},IMG_0303.jpeg,IMG_0304.jpeg,IMG_0305.jpeg,,,
114,130,perpendicular,Nw Kaye way,24952.54,,,Nw mays st,2,1,RR1 ICRR ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,,,2.1,fail,1.12,,5,pass,,,,,,,,,,,,5,pass,4.9,pass,N,,1.7,pass,0.5,pass,,,SY,1.9,,,,,,19.3,,pass,Y,,pass,Y,0.4,pass,Y,turn-space,8/6/2024,{40A27A73-C462-47A8-82FE-EC6857F74FF4},IMG_0312.jpeg,IMG_0313.jpeg,IMG_0314.jpeg,,,
115,131,perpendicular,Nw Kaye way,24952.54,,,Nw mays st,2,1,IITD rr1 icrr rr1 crack in panel,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,,,1.6,,4.46,,3.8,pass,,,,,,,,,,,,4.95,pass,4.9,pass,N,,2.6,fail,,,,,SU,2.6,,,,,,14.75,,pass,Y,,pass,Y,,pass,Y,turn-space,8/6/2024,{02650D95-D6AF-4546-8356-C09A43CDD76C},IMG_0308.jpeg,IMG_0307.jpeg,IMG_0306.jpeg,,,
116,132,perpendicular,Nw Kaye way,24952.54,,,Nw mays st,,,Td rr1 icrr,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,,,2,,4.86,,4.6,pass,,,,,,,,,,,,4.9,pass,5,pass,,,0.7,pass,1.3,pass,,,MB,2.1,,,,,,11,,pass,Y,,pass,Y,,pass,Y,turn-space,8/6/2024,{D634B551-ADA0-4F26-8EDC-6FE599588EF2},IMG_0311.jpeg,IMG_0310.jpeg,IMG_0309.jpeg,,,
117,133,perpendicular,Nw 289 ave,24952.54,,,Nw Kaye way,2,1,RR1 ICRR ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,Y,0,,1.1,,1.22,,2.2,pass,,,,,,,,,,,,4.9,pass,5,pass,N,,,,2.4,fail,,,SY,1.1,0.75,,,,,12.65,,pass,Y,,pass,Y,1.85,pass,Y,turn-space,8/6/2024,{093CB54E-217E-42E2-875B-ECE72EBC3BCF},IMG_0315.jpeg,IMG_0316.jpeg,IMG_0317.jpeg,,,
118,134,perpendicular,Nw 289 ave,24952.54,,,Nw Kaye way,3,1,RR1 ICRR,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,,,,1.9,,4.26,,4.3,pass,,,,,,,,,,,,7.4,pass,4.35,pass,N,,2.3,fail,,,,,SY,1.2,,,,,,9.65,,pass,Y,,pass,Y,1.55,pass,Y,turn-space,8/6/2024,{C5890296-161D-4B7D-85DB-11D738C44F24},IMG_0318.jpeg,IMG_0319.jpeg,IMG_0320.jpeg,,,
119,135,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,1,1,Td,,Darrell Wyant,3J Consulting,8/6/2024,52638,,10.1,fail,,,Y,0,,1.1,,2.64,,4.8,pass,,,,,,,,,,,,1.9,fail,3.1,fail,N,,10.1,,,,,,SU,0.1,,,,,,10,,pass,Y,,pass,Y,2,pass,Y,turn-space,8/6/2024,{04FD1FFA-5DC5-40DC-85D1-02F104FB5AA7},,,,,,
120,136,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,1,2,,,Darrell Wyant,3J Consulting,8/6/2024,52638,,11.2,fail,,,,,,2.4,fail,1.44,,4,pass,,,,,,,,,,,,0,fail,2.8,fail,N,,11.2,,,,,,SY,1.6,0,,,,,9.65,,pass,Y,,pass,Y,2.35,pass,Y,turn-space,8/6/2024,{D3424A09-D49C-43DA-89FC-FE0EB39AECB2},IMG_0321.jpeg,IMG_0322.jpeg,IMG_0323.jpeg,,,
121,137,perpendicular,Nw 289 st,24952.54,,,Nw carver st,2,1,IITD not full width vertical drop back of ramp obstruction,,Darrell Wyant,3J Consulting,8/6/2024,52638,,5.1,pass,1.1,pass,Y,0,,0.5,,3.24,,5.1,fail,,,,,,,,,,,,5.7,pass,5.4,pass,Y,,1.7,pass,1.4,pass,,,SY,0.7,,,,,,12.2,,pass,Y,,pass,Y,1.8,pass,Y,turn-space,8/6/2024,{0876863A-54A4-4D13-8373-B5A6DA4565B1},IMG_0324.jpeg,IMG_0325.jpeg,IMG_0326.jpeg,,,
122,138,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,2,2,Td ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,2.4,pass,2.6,fail,Y,0,,2.1,,1.72,,5.2,fail,,,,,,,,,,,,4.75,pass,5.1,pass,N,,0.9,pass,1.6,pass,,,SU,0.7,0,,,,,10.2,,pass,Y,,pass,Y,2.25,pass,Y,turn-space,8/6/2024,{530D5651-8C95-42CA-8957-07A066601498},,,,,,
123,139,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,3,1,RR1 ICRR ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,3.3,pass,2,pass,Y,0,,0.7,,6.92,,4.7,pass,,,,,,,,,,,,2.5,fail,5.5,pass,N,,3.3,,2,,,,SU,1.1,,,,,,12.7,,pass,Y,,pass,Y,1.55,pass,Y,turn-space,8/6/2024,{943031B4-4E31-49C0-8F64-80A16E4F9E98},IMG_0327.jpeg,IMG_0328.jpeg,IMG_0329.jpeg,,,
124,140,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,3,2,RR1 ICRR,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,Y,0,,3.7,,2.32,,5.2,fail,,,,,,,,,,,,5.4,pass,5.75,pass,N,,2.8,fail,,,,,SY,2.3,,,,,,13.1,,pass,Y,,pass,Y,2,pass,Y,none,8/6/2024,{355F5199-5FD1-4FE8-8C6C-BC0256901DD4},IMG_0330.jpeg,IMG_0331.jpeg,IMG_0332.jpeg,,,
125,141,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,4,1,IITD ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,6.2,pass,2.2,fail,Y,0,,1.2,,7.32,,5.6,fail,,,,,,,,,,,,4.6,pass,6.2,pass,N,,2.8,fail,,,,,SY,2,,,,,,13.55,,pass,Y,,pass,Y,1.55,pass,Y,turn-space,8/6/2024,{323879F5-C6B4-4E87-8DEB-28DCB02F9EA5},IMG_0333.jpeg,IMG_0334.jpeg,IMG_0335.jpeg,,,
126,142,perpendicular,Nw 289 ave,24952.54,,,Nw carver st,4,2,Td,,Darrell Wyant,3J Consulting,8/6/2024,52638,,2.3,pass,1.6,pass,Y,0,,1.8,,0.86,,3.8,pass,,,,,,,,,,,,4.85,pass,6.1,pass,N,,1.9,pass,1.2,pass,,,SU,0.7,,,,,,13.75,,pass,Y,,pass,Y,1.9,pass,Y,turn-space,8/6/2024,{C22EA333-32F9-41FD-8938-600D688326C8},,,,,,
127,143,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,,,Td ,,Darrell Wyant,3J Consulting,8/6/2024,52638,,4.6,pass,1.7,pass,Y,0,,2,,1.16,,5,pass,,,,,,,,,,,,3.2,fail,6.9,pass,N,,4.6,,1.7,,,,SU,1.5,,,,,,10,,pass,Y,,pass,Y,1.7,pass,Y,turn-space,8/6/2024,{E989A769-26FB-42FC-824F-C4425A9F77A2},IMG_0344.jpeg,IMG_0343.jpeg,IMG_0342.jpeg,,,
128,144,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,1,2,Large longnitudinal crack,,Darrell Wyant,3J Consulting,8/6/2024,52638,,6,pass,0.7,pass,Y,0,,1.7,,2.44,,5.7,fail,,,,,,,,,,,,4,pass,6.9,pass,N,,1.3,pass,1.9,pass,,,SY,2.6,,,,,,10.35,,pass,Y,,pass,Y,2.2,pass,Y,turn-space,8/6/2024,{4E047061-2DBB-423C-8157-D40689A3A28B},,,,,,
129,146,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,2,2,,,Darrell Wyant,3J Consulting,8/6/2024,52638,,4.3,pass,1,pass,Y,0,pass,1.7,pass,1.7,pass,5.1,fail,,,,,,,,,,,,4.2,pass,5,pass,Y,pass,1.9,pass,1.8,pass,,pass,SU,1.1,,pass,,,,14.4,,pass,Y,,pass,Y,1.35,pass,Y,turn-space,8/6/2024,{65E3CA00-29F7-4045-8782-EF69C32E75F1},IMG_0335.jpeg,IMG_0334.jpeg,IMG_0333.jpeg,,,
130,147,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,3,1,Td,,Darrell Wyant,3J Consulting,8/6/2024,52638,,2.7,pass,1.1,pass,Y,0,,1.8,,4.74,,5.1,fail,,,,,,,,,,,,4.75,pass,8.45,pass,N,,1.8,pass,2.1,fail,,,SU,1.8,,,,,,8.25,,pass,Y,,pass,Y,1.3,pass,Y,turn-space,8/6/2024,{91E21B36-0470-4590-8EEA-B6703FFA5E77},IMG_0332.jpeg,IMG_0331.jpeg,IMG_0330.jpeg,,,
131,148,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,3,2,RR1 ICRR,,Darrell Wyant,3J Consulting,8/6/2024,52638,,,,,,Y,,,2.6,,1.52,,4.6,pass,,,,,,,,,,,,4.75,pass,8.2,pass,,,,,2.3,fail,,,SY,1.9,,,,,,12.2,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,8/6/2024,{F39AB621-80A6-4B27-8A3B-6ED494383394},,,,,,
132,149,perpendicular,Nw 289 ave,24952.54,,,Nw Keenon st,4,1,Td,,Darrell Wyant,3J Consulting,8/6/2024,52638,,6.8,pass,1.2,pass,Y,0,,1.8,,9.58,,5.9,fail,,,,,,,,,,,,4.2,pass,9.3,pass,,,1.3,pass,1.8,pass,,,SY,1.8,,,,,,9.5,,pass,Y,,pass,Y,2.1,pass,Y,none,8/6/2024,{18A050B5-9EFC-4F9B-8B43-A5383C72B394},IMG_0327.jpeg,IMG_0326.jpeg,IMG_0325.jpeg,,,
133,150,perpendicular,Nw 289 ave ,24952.54,,,N Keenon st,2,1,Td,,Darrell Wyant,3J Consulting,8/6/2024,52638,,3.8,pass,0.7,pass,Y,0,pass,1.9,pass,4.44,pass,5.5,fail,,,,,,,,,,,,5.3,pass,5.4,pass,Y,pass,2.3,fail,,,,pass,SY,1.5,,pass,,,,14.6,,pass,Y,,pass,Y,1.5,pass,Y,turn-space,8/6/2024,{56F9B927-4424-4E30-8A39-B3F97F89AC91},IMG_0338.jpeg,IMG_0337.jpeg,IMG_0336.jpeg,,,
134,151,perpendicular,NW 288 ter,24952.54,,,Nw mays st,2,2,IITD large cracks in curb gutter panel,,Darrell Wyant,3J Consulting,,52638,,2.1,pass,2.3,fail,Y,0,,1.6,,3.659999999999999,,4.7,pass,,,,,,,,,,,,4,pass,5,pass,N,,2.1,fail,2.3,fail,,,SY,1.8,,,151,,,12,,pass,Y,,pass,Y,0.35,pass,Y,turn-space,8/13/2024,{F594F73C-57D4-4D94-8390-2182B9691702},,,,,,
135,152,perpendicular,NW 288 ter,24952.54,,,NW mays st,3,1,IITD RR1 ICRR standing ramp ,,Darrell Wyant,3J Consulting,,52638,,,,,,,,,1.2,,3.2,,2.7,pass,,,,,,,,,,,,5.35,pass,4.8,pass,Y,,,,,,,,SY,0.1,,,152,,,12.5,,pass,Y,,pass,Y,,pass,Y,none,8/13/2024,{15E49D7F-ABEE-477F-861C-67EDAD2DD45C},IMG_0336.jpeg,IMG_0337.jpeg,IMG_0338.jpeg,,,
136,153,perpendicular,Nw 288 ter,24952.54,,,Nw mays st,3,2,IITD standing water in gutter,,Darrell Wyant,3J Consulting,,52638,,2.5,pass,1.9,pass,Y,0,,,,,,,,,,,,,,,,,,,4.8,pass,5,pass,Y,,2.5,,1.9,,,,SU,0,,,153,,,12.7,,pass,Y,,pass,Y,,pass,Y,none,8/13/2024,{54E74196-AA1D-42EC-815E-919B644B2335},IMG_0339.jpeg,IMG_0340.jpeg,IMG_0341.jpeg,,,
137,154,combination,Nw 288 ter ,24952.54,,,Nw carver st,1,1,IITD ,,Darrell Wyant,3J Consulting,,52638,,2.7,pass,1.3,pass,Y,0,,0.5,,3.52,,4.4,pass,,6.3,pass,5,3.2,fail,8.9,fail,5,1.7,pass,5.5,pass,4.85,pass,Y,,2.7,,1.3,,,,SU,0.4,,,154,,Y,5,,pass,Y,,pass,Y,,,,,8/13/2024,{4C64F9AA-5F66-47FD-8A3B-AE4A4AD44978},IMG_0342.jpeg,IMG_0343.jpeg,IMG_0344.jpeg,,,
138,155,combination,Nw 288 ter,24952.54,,,Nw carver st,2,1,IITD,,Darrell Wyant,3J Consulting,,52638,,,,,,,0,,0.6,,1.28,,2.3,pass,,8,pass,4.8,2.4,fail,7.3,pass,5,1.4,pass,5,pass,4.85,pass,Y,,,,,,,,SU,0.2,,,155,,Y,5.1,,pass,Y,,pass,Y,,,,,8/13/2024,{168465FD-3535-4AD3-8C5E-B7A5088083A6},IMG_0348.jpeg,IMG_0346.jpeg,IMG_0347.jpeg,,,
139,156,perpendicular,Nw 288 ter,24952.54,,,Nw carver st,3,1,Tool joints in turn space,,Darrell Wyant,3J Consulting,,52638,,,,3.7,fail,Y,0,,3.2,,4.04,,3.3,pass,,,,,,,,,,,,7.5,pass,7,pass,N,,,,,,,,SU,0.8,,,156,,,9.55,,pass,Y,,pass,Y,2.35,pass,Y,turn-space,8/13/2024,{4EA66BDD-4EA2-443D-8954-A778828E92CC},,,,,,
140,157,perpendicular,Nw 288 ter,24952.54,,,Nw carver st,3,2,Too joints in turn space,,Darrell Wyant,3J Consulting,,52638,,6.1,pass,1.3,pass,,,,2.8,,3.5,,3.1,pass,,,,,,,,,,,,7,pass,7.45,pass,,,6.1,,1.3,,,,SY,1.6,,,157,,,9.25,,pass,Y,,pass,Y,2.25,pass,Y,none,8/13/2024,{DEBAC425-AF91-48FC-8353-CE8F34D61611},image.jpg,image.jpg,image.jpg,,,
141,158,perpendicular,Nw 288 ter,24952.54,,,Nw carver st,4,1,IITD tool joints in turn space,,Darrell Wyant,3J Consulting,,52638,,,,2.8,fail,Y,0,,1.6,,4.78,,3.2,pass,,,,,,,,,,,,5,pass,5.6,pass,N,,,,,,,,SY,0.9,,,158,,,9.6,,pass,Y,,pass,Y,2.25,pass,Y,turn-space,8/13/2024,{36E58EBE-B037-4943-88C2-EF67747B37BE},image.jpg,image.jpg,image.jpg,,,
142,159,perpendicular,Nw 288 ter,24952.54,,,Nw carver st,4,2,IITD TJITS,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.9,,6.4,,3.6,pass,,,,,,,,,,,,5.15,pass,5,pass,N,,,,,,,,SU,0.3,,,159,,,9.6,,pass,Y,,pass,Y,2.5,pass,Y,turn-space,8/13/2024,{53EF3E36-E292-4325-897E-C07C7DD86E97},image.jpg,image.jpg,image.jpg,,,
143,160,perpendicular,Nw 288 ave,24952.54,,,Nw Shaddon st,1,1,RR1 ICRR ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,0.5,,2.68,,5.3,fail,,,,,,,,,,,,4.2,pass,6.4,pass,N,,1.2,pass,1.5,pass,,,SY,0.4,,,160,,,10.85,,pass,Y,,pass,Y,1.5,pass,Y,turn-space,8/13/2024,{CA8D6315-8BDB-416C-88D1-31B99918D677},image.jpg,image.jpg,image.jpg,,,
144,161,perpendicular,Nw 288 ave,24952.54,,,Nw Shaddon st,1,2,RR1 ICRR ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.4,,5.42,,3.9,pass,,,,,,,,,,,,4.2,pass,5.8,pass,N,,2.6,fail,,,,,SU,0.8,,,161,,,11,,pass,Y,,pass,Y,1.45,pass,Y,turn-space,8/13/2024,{B511D9AE-2244-490E-8296-B4E227633FFF},image.jpg,image.jpg,image.jpg,,,
145,162,perpendicular,Nw 288 ave,24952.54,,,Nw Shaddon st,2,1,IITD ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,0.5,,1.7,,3.7,pass,,,,,,,,,,,,6.1,pass,5,pass,N,,,,2.6,fail,,,MB,0.2,,,162,,,4.95,,pass,Y,,pass,Y,,pass,Y,turn-space,8/13/2024,{8F301195-1F13-482F-8C12-25E16483DF08},image.jpg,image.jpg,image.jpg,,,
146,163,perpendicular,Nw 288 ave,24952.54,,,Nw Shaddon st,4,1,RR1 ICRR ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.1,,2.52,,3.1,pass,,,,,,,,,,,,4,pass,5,pass,N,,2.6,fail,1.7,pass,,,SY,1,,,163,,,10.1,,pass,Y,,pass,Y,1.05,pass,Y,turn-space,8/13/2024,{2EBFA3DF-151E-45FE-8A84-AE05596B1373},image.jpg,image.jpg,image.jpg,,,
147,164,perpendicular,Nw 287 ave,24952.54,,,Nw Shaddon st,2,2,RR1 ICRR turn space position area of differential settlement ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.5,,3.08,,6,fail,,,,,,,,,,,,4,pass,5.1,pass,N,,3.5,fail,,,,,SY,0.4,,,164,,,10.9,,pass,Y,,pass,Y,1.3,pass,Y,none,8/13/2024,{81E88C51-AD74-423F-8B37-8F133D6A30F1},image.jpg,image.jpg,image.jpg,,,
148,165,perpendicular,Nw 287 ave,24952.54,,,Nw Shaddon st,3,1,RR1 ICRR jbox in turn space,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.3,,4.12,,5.4,fail,,,,,,,,,,,,,,,,N,,,,,,,,SY,0.7,,,165,,,10.6,,pass,Y,,pass,Y,1.1,pass,Y,turn-space,8/13/2024,{852B73F5-92CE-4058-895F-635AF857DEB2},image.jpg,image.jpg,image.jpg,,,
149,166,perpendicular,Nw 287 ave,24952.54,,,Nw Shaddon st,,,RR1 ICRR ,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,2.8,,3.58,,3.9,pass,,,,,,,,,,,,4,pass,6.5,pass,N,,0.7,pass,1.6,pass,,,SU,0.3,,,166,,,10.1,,pass,Y,,pass,Y,0.8,pass,Y,turn-space,8/13/2024,{AF1A173E-6FBE-4291-80B7-661DD947EC5A},image.jpg,image.jpg,image.jpg,,,
150,167,perpendicular,Nw 288 ave,24952.54,,,Nw Shaddon st,4,1,,,Darrell Wyant,3J Consulting,,52638,,7.8,pass,1.5,pass,Y,0,,0.8,,3.44,,2.4,pass,,,,,,,,,,,,5,pass,5,pass,N,,,,2.1,fail,,,MB,0.4,,,167,,,5,,pass,Y,,pass,Y,,pass,Y,turn-space,8/13/2024,{82F2B479-9B72-486D-86A4-230E7EC1B87C},image.jpg,image.jpg,image.jpg,,,
151,168,perpendicular,NW 285 dr,24952.54,,,Nw Shaddon st,1,1,,,Darrell Wyant,3J Consulting,,52638,,10.1,fail,,,Y,0,,1.3,,6.039999999999999,,4.1,pass,,,,,,,,,,,,4.95,pass,4.9,pass,N,,1.7,pass,2.2,fail,,,MB,1.4,,,168,,,5.2,,pass,Y,,pass,Y,,pass,Y,turn-space,8/13/2024,{F9E8021F-3ABD-478E-80BE-9DCC086EFDDE},image.jpg,image.jpg,image.jpg,,,
152,169,perpendicular,Nw 285 ave ,24952.54,,,Nw Shaddon st,3,2,RR 1 ICRR clear width less than 4’,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.9,,3.78,,3.5,pass,,,,,,,,,,,,2.7,fail,4.9,pass,N,,,,,,,,SY,2.3,,,169,,,10.8,,pass,Y,,pass,Y,1.4,pass,Y,turn-space,8/13/2024,{9B8832F4-EBD0-45BB-82CE-0551387D0B96},image.jpg,image.jpg,,,,
153,170,perpendicular,Nw 285 ave,24952.54,,,Nw Shaddon st,4,1,TJITS and j box in TS rr1 icrr,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,0.9,,3.78,,5.2,fail,,,,,,,,,,,,4.8,pass,5.7,pass,N,,,,,,,,SY,2,,,170,,,12.5,,pass,Y,,pass,Y,1.3,pass,Y,turn-space,8/13/2024,{E5A816D6-209F-4F7D-8650-4F8555E57D16},image.jpg,image.jpg,image.jpg,,,
154,171,perpendicular,Nw 285 ave,24952.54,,,Nw Shaddon st,4,2,IITD tool joint adj TS vertical greater than .25”,,Darrell Wyant,3J Consulting,,52638,,3.8,pass,1.3,pass,Y,0,,0.7,,1.24,,3.8,pass,,,,,,,,,,,,4.25,pass,5,pass,N,,,,2.3,fail,,,SU,0.7,,,171,,,13.5,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,8/13/2024,{AC10D3E1-3A96-45CB-87DC-3755C4BA23FA},image.jpg,image.jpg,image.jpg,,,
155,172,perpendicular,Nw 285 dr,24952.54,,,Nw mays st,,,,,Darrell Wyant,3J Consulting,,52638,,3,pass,1.2,pass,Y,0,,2.6,,6.159999999999999,,2.3,pass,,,,,,,,,,,,,,,,N,,,,4.8,fail,,,SU,1.7,,,data 2,,,10.35,,,,,,,1.9,,Y,turn-space,,{A3758576-4A1F-41E3-8D37-B2A96E331B57},image.jpg,image.jpg,image.jpg,,,
156,173,perpendicular,Nw 289th,24952.54,,,Nw union,1,1,"IITD, RR 1 fail",,Darrell Wyant,3J Consulting,,52638,,,,,,,0,pass,2,pass,1.08,,5.5,fail,,,,,,,,,,,,5,pass,5.2,pass,N,pass,2.3,fail,,,5,pass,SY,0.8,0,pass,173,,,4.5,,pass,Y,,pass,Y,0.55,pass,N,turn-space,8/20/2024,{5B37C9D7-D5AA-4BA5-8F30-16BA8574EF63},IMG_0352.jpeg,IMG_0351.jpeg,IMG_0350.jpeg,,,
157,174,perpendicular,Nw 289,24952.54,,,Nw union,1,2,IITD RR1 fail,,Darrell Wyant,3J Consulting,,52638,,,,,pass,Y,0,pass,0.4,pass,8.180000000000001,pass,6.7,fail,,,,,,,,,,,,4.95,pass,4,pass,N,pass,,fail,2.9,fail,4,pass,SU,0.8,0,pass,174,,,4.6,,pass,Y,,pass,Y,,pass,N,landing,8/20/2024,{71669A67-538A-4966-8E37-C5DFEC9CEB2B},IMG_0355.jpeg,IMG_0354.jpeg,IMG_0353.jpeg,,,
158,175,perpendicular,Nw 289,24952.54,,,Nw union,4,1,ICRR RR1 fail,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.3,,5.359999999999999,,5.4,fail,,,,,,,,,,,,4.75,pass,5.5,pass,N,,6.6,fail,,,4.75,pass,SU,1.5,0,pass,175,,,13.4,,pass,Y,,pass,Y,1.25,pass,Y,turn-space,8/20/2024,{84241526-23DA-4853-8D22-BB6BFCD96312},IMG_0358.jpeg,IMG_0357.jpeg,IMG_0356.jpeg,,,
159,176,parallel,Nw 289,24952.54,,,Nw union,4,2,,,Darrell Wyant,3J Consulting,,52638,,9,fail,,,Y,0,,2.1,,1.84,,5.7,fail,Y,,pass,,,pass,,pass,,,pass,5.9,pass,4.95,pass,N,,2.1,fail,,,4.95,pass,SY,0.9,0,pass,176,,,,,,,,,,,,,,8/20/2024,{37C203E1-77D0-4211-8C8D-F3763090B894},IMG_0361.jpeg,IMG_0360.jpeg,IMG_0359.jpeg,,,
160,177,perpendicular,Nw 287,24952.54,,,Nw mays,1,1,ICRR RR1 fail,,Darrell Wyant,3J Consulting,,52638,,,,,,Y,0,,1.5,,7.26,pass,2.2,pass,,,,,,,,,,,,5.9,pass,5,pass,N,,,,6,fail,5,pass,SY,1.1,0,pass,177,,,10.55,,pass,Y,,pass,Y,2,pass,Y,turn-space,8/20/2024,{1D51E8F4-02C0-49E0-865C-5E18C700A8AA},IMG_0364.jpeg,IMG_0363.jpeg,IMG_0362.jpeg,,,
161,178,perpendicular,Nw 287,24952.54,,,Nw mays,1,2,IITD RR1 fail,,Darrell Wyant,3J Consulting,,52638,,,,3,fail,Y,0,pass,1.5,pass,3.3,,8.2,fail,,,,,,,,,,,,3.2,fail,1.8,fail,N,,,,,,1.8,fail,SU,0.2,0,pass,178,,,10.7,,pass,Y,,pass,Y,1.6,pass,N,turn-space,8/20/2024,{FCC2F339-AF01-4147-8BE2-9BC7EE760D25},IMG_0367.jpeg,IMG_0366.jpeg,IMG_0365.jpeg,,,
162,179,combination,Nw 287,24952.54,,,Nw mays,8A,1,IITD RR1 fail,,Darrell Wyant,3J Consulting,,52638,,3.9,pass,1.1,pass,Y,0,pass,0.9,pass,8.739999999999998,pass,3.6,pass,,7.6,pass,4.45,1.1,pass,4.2,pass,4.5,1.4,pass,6.15,pass,4.95,pass,Y,fail,2.5,fail,,,4.95,pass,SU,1.3,0,pass,179,,Y,4.9,,pass,Y,,pass,Y,,,,,8/20/2024,{11A473FC-B5EB-4C95-80E2-B2D31ED916EC},IMG_0370.jpeg,IMG_0369.jpeg,IMG_0368.jpeg,,,
